Sr No,Image File,Caption
17369,img/insta17369,4.26 
17370,img/insta17370,It’s TIME. 
17371,img/insta17371,4.26 
17372,img/insta17372,4.26 
17373,img/insta17373,4.26 
17374,img/insta17374,4.26 
17375,img/insta17375,4.26 
17376,img/insta17376,Well this is AWESOME. Thank you 💗 Thank you and thank you for your unbelievably kind words (I had no idea you were writing this and just found out when I saw this!!) 
17377,img/insta17377,4.26 
17378,img/insta17378,4.26 
17379,img/insta17379,4.26 
17380,img/insta17380,4.26 
17381,img/insta17381,4.26 
17382,img/insta17382,I love you guys. So much. 📸: 
17383,img/insta17383,The Delicate video winning Video of the Year at awards has me feeling delicate 💗 📸: 
17384,img/insta17384,🦋 💗 📸 
17385,img/insta17385,"Bout to walk out on the carpet, thought I’d show you first 🥰 "
17386,img/insta17386,🦋 
17387,img/insta17387,Due to the butterfly migration in Southern California maybe I’ll just stay outside until I head indoors for awards. 🦋🥰 
17388,img/insta17388,"We have to live bravely in order to truly feel alive, and that means not being ruled by our greatest fears. "
17389,img/insta17389,Step into the daylight and let it go. 
17390,img/insta17390,"According to my birth certificate, I turn 30 this year. It’s weird because part of me still feels 18 and part of me feels 283, but the actual, factual age I currently am is 29. I’ve heard people say that your 30’s are ‘the most fun!’ so I’ll definitely keep you posted on my findings on that when I know. But until then, I thought I’d share some lessons I’ve learned before reaching 30 with because it’s 2019 and sharing is caring.😺 Check in with for the piece, posting tomorrow. "
17391,img/insta17391,"I love writing songs because I love preserving memories, like putting a picture frame around a feeling you once had. "
17392,img/insta17392,"Got to write an essay for about songwriting, what musically moves us and why, and the melodies that define our memories. Thanks to anyone who took the time to read it! "
17393,img/insta17393,💟 
17394,img/insta17394,♥️ ME by ♥️ Thank you 
17395,img/insta17395,She just read all the theories 🙀 
17396,img/insta17396,💛 
17397,img/insta17397,💗 
17398,img/insta17398,🌴🌴🌴🌴🌴🌴🌴 
17399,img/insta17399,A purrito. 
17400,img/insta17400,AHHHHH just won 7 awards !!! Bout to go give some high fives - thanks for this dressss 😆 
17401,img/insta17401,"This trailer courtesy of Cats the film. Cat hair on my jacket courtesy of actual cats, Meredith and Olivia. "
17402,img/insta17402,Meow. 
17403,img/insta17403,20wineteen 
17404,img/insta17404,"Mary Poppins, Audrey, Ariel, Ms. Frizzle, Cinderella, Gwen, Mr. Toad, Avril, Nancy Drew, Posh Spice, Rizzo, Frida Kahlo, Steve Irwin, Dorothy.. This new year we decided to dress up as our childhood heroes. Sending you all love and hope going into 2019 💗 "
17405,img/insta17405,Purry Christmas 💗 
17406,img/insta17406,"Netflix marketing team: So for the poster, we were thinking- Me: CAN YOU MAKE ME LOOK LIKE A ZOMBIE HUNTER "
17407,img/insta17407,"The Favourite is absolutely phenomenal, and it opens in NY and LA tomorrow— Swipe to see cities and dates! "
17408,img/insta17408,"Hold on to the memories, they will hold on to you. 💥💥💥💥💥💥 📷: // "
17409,img/insta17409,"It’s so hard to believe that tonight will be the last time we wear these costumes, play this set list, do this choreography, and then say goodbye to the Reputation Stadium Tour. Thank you to the crowds that have lit up our year. We do this last one for all of you. ❤️ PS make sure to scream loud for and tonight!! Their families are here and this is their hometown show 💥💥💥💥💥💥 📷: // "
17410,img/insta17410,My new home 🎶 
17411,img/insta17411,Missing Australia already 💗 
17412,img/insta17412,"ANOTHER rain show on the Reputation Stadium Tour! Auckland, you were amazing tonight. Thanks for weathering the storm with us 💗 📸: "
17413,img/insta17413,"Brisbane, you were amazing 💗 We’ll miss you so much, Australia (until next time). See you tomorrow night Auckland, it’s been way too long!! PS it’s hometown show, you’d better scream loud for them 😁!! 📸: "
17414,img/insta17414,"FULL RAIN SHOW TONIGHT IN SYDNEY. We had the absolute time of our LIVES with you. It poured consistently for the first 90% of the show and we all got to jump around together in a storm, what a dream 😁 Love you guys. 📸: "
17415,img/insta17415,"⬆️These two Tennessee women⬆️ voted for the candidate who has proven himself to be reasonable and trustworthy. We want leadership, not fear-based extremism. Early voting goes til Thursday and Election Day is November 6. Please don’t sit this one out. "
17416,img/insta17416,"Here we can observe an Australian swiftlet in her natural habitat, a turtleneck. 🐦 "
17417,img/insta17417,"If a tree falls in a forest and no one is around to instagram it, does it make a sound? "
17418,img/insta17418,Let the games BEGIN. 
17419,img/insta17419,"WE LOVE YOU PERTH!! It’s incredible to be back in Australia! See you soon, Melbourne 💋💋💋💋💋💋💋💋💋💋💋💋💋 📸: "
17420,img/insta17420,Something I wish I knew about when I was 18 and voting for the first time: ✨EARLY VOTING✨. It makes it so quick and easy to go and cast your vote before November 6. Early voting starts TODAY in Tennessee and goes to Nov 1 🇺🇸 You can check out your state’s early voting dates at the link in my bio 
17421,img/insta17421,Getting to perform with people I love this much is a real mood. 
17422,img/insta17422,proud expectant mother of a human child + proud mother of snakes 🐍 👣 
17423,img/insta17423,You have made this human disco ball so so happy tonight. ❤️ 📸: 
17424,img/insta17424,"I’m writing this post about the upcoming midterm elections on November 6th, in which I’ll be voting in the state of Tennessee. In the past I’ve been reluctant to publicly voice my political opinions, but due to several events in my life and in the world in the past two years, I feel very differently about that now. I always have and always will cast my vote based on which candidate will protect and fight for the human rights I believe we all deserve in this country. I believe in the fight for LGBTQ rights, and that any form of discrimination based on sexual orientation or gender is WRONG. I believe that the systemic racism we still see in this country towards people of color is terrifying, sickening and prevalent. I cannot vote for someone who will not be willing to fight for dignity for ALL Americans, no matter their skin color, gender or who they love. Running for Senate in the state of Tennessee is a woman named Marsha Blackburn. As much as I have in the past and would like to continue voting for women in office, I cannot support Marsha Blackburn. Her voting record in Congress appalls and terrifies me. She voted against equal pay for women. She voted against the Reauthorization of the Violence Against Women Act, which attempts to protect women from domestic violence, stalking, and date rape. She believes businesses have a right to refuse service to gay couples. She also believes they should not have the right to marry. These are not MY Tennessee values. I will be voting for Phil Bredesen for Senate and Jim Cooper for House of Representatives. Please, please educate yourself on the candidates running in your state and vote based on who most closely represents your values. For a lot of us, we may never find a candidate or party with whom we agree 100% on every issue, but we have to vote anyway. So many intelligent, thoughtful, self-possessed people have turned 18 in the past two years and now have the right and privilege to make their vote count. But first you need to register, which is quick and easy to do. October 9th is the LAST DAY to register to vote in the state of TN. Go to vote.org and you can find all the info. Happy Voting! 🗳😃🌈 "
17425,img/insta17425,"To everyone who came to the show and everyone who wished us well tonight, thank you ❤️ We had an indescribably incredible time with you Dallas, thanks for making us the first tour to play back to back nights in AT&T Stadium 💋💋💋💋💋💋💋💋💋💋💋💋💋 📸: "
17426,img/insta17426,Last night of tour with these 2 dream girls- we love you Baby C 
17427,img/insta17427,SOUND CHECK WITH THESE 2 BABES. Thank you for surprising the Dallas crowd with our first live performance of ‘Babe’!! 📷 
17428,img/insta17428,We play this show one more time in America... a little later on tonight. I love you guys. Let’s do this 💥🔥💥 📷 
17429,img/insta17429,Frolicking with Maren in an empty stadium and then a full one. Thanks for a magical evening guys. This was one to remember ❤️💋💗 📷 
17430,img/insta17430,✨This weekend ✨Our last 2 US shows✨Dallas✨AT&T Stadium✨ 
17431,img/insta17431,Taking in every second of this tour- thank you New Orleans for being so incredible last night. My first time playing the Superdome and couldn’t be happier that I got to play it with and - plus some purrfect friends came to see the show. 💗💗💗💗💗 
17432,img/insta17432,"A huge thank you to everyone who came to the show last night in Indianapolis. You guys broke the concert attendance record at Lucas Oil Stadium, and I loved dancing with you. It’s pretty surreal that we only have 5 shows left in America cause it feels like this tour just started. See you in St Louis 💋 "
17433,img/insta17433,"Loved playing in Kansas City last night ❤️ Thank you to everyone who came out, you guys broke the all time attendance record for Arrowhead Stadium!! 😆😆😆 Only 6 shows left in America, I can’t believe it. "
17434,img/insta17434,"Minneapolis you were a BLAST last night. I’m so stoked we get to play for you again tonight, and it feels surreal that we only have 8 shows left in America. WHERE DOES THE TIME GO. I love this tour and I’m seriously taking in every second of it. 💗 "
17435,img/insta17435,"Nashville, last night was the first time I got to headline that stadium. Every second of the show meant so much to me, and I’m so grateful to and for coming out to sing ‘Tim McGraw’ with me. I first came to this city in search of a record deal when I was 11! I’m just as enamored by being here now all these years later. Thanks for an unforgettable night. 📷: "
17436,img/insta17436,MIAMI I LOVE YOU!! You were so loud and FUN. Shout out to for killing it in her hometown and being just the greatest most precious magical human possible 💕 📷: 
17437,img/insta17437,"Thank you to the 116,000 people who came to see us play in Atlanta this weekend! 🤭❤️ love you guys ❤️💗 PS happy birthday to my incredible band leader/keys player!! So lucky to know you and work with you. 📷: "
17438,img/insta17438,I LOVE YOU ATLANTA 💕💕💕 We’ll see you tomorrow night too! Thanks for being so loud and wild and fun tonight 🎆 📷: 
17439,img/insta17439,"Look at this HEAVENLY crowd tonight in Pittsburgh- thank you to everyone who came to the show, it was so great to be back in PA. ❤️💕❤️ "
17440,img/insta17440,Olivia just realized I’m wearing earrings of her face. 
17441,img/insta17441,Behind the scenes of our secret rehearsal today before surprised Toronto with ‘Summer of 69’!!!! 🇨🇦😁🎸 SO MUCH FUN TONIGHT TORONTO!! 📷: 
17442,img/insta17442,"Toronto, thank you for a glorious night of glitter, guitars, dancing, screaming, singing, and snakes in a stadium. My serpents and I are so excited to get to play for you again tonight 😄💕🐍 ♥️ 📷: "
